sentimen,tweet,tweet_clean
netral,"Tnya sj pd diri anda jg apa msh sehat jg g anda? Semua harga ga cuma gas lpg aja yg sudah ada H.E.T Kalau anda mau harga 15-16rb.beli di pangkalan atau agen atau di SPBU yg menyediakan LPG Bnyk yg antri mlh. Desa baik"" aja mas,makane kl anda pgn duitnya bnyk,kerja keras masðŸ˜‚",tnya sj pd msh sehat g harga nggak gas lpg h e t harga 16rb beli pangkal agen spbu sedia lpg bnyk antri mlh desa mas makane kl pgn duit bnyk kerja keras mas
netral,"Tax Ratio 10, xx % dan ada tax amnesty saja para pengusaha dan pelaku ekonomi sdh berat dan teriak apalagi 16, xx %. Apa yg sudah dijalankan pemerintah jokowi dibidang pajak sudah efektif sekali terbukti dengan tembus target penerimaan pajak 100% pada thn 2018 #DebatPilpres2019",tax ratio xx tax amnesty usaha laku ekonomi sdh berat teriak xx jalan perintah jokowi bidang pajak efektif sekali bukti tembus target terima pajak thn #debatpilpres2019
negatif,"Ngapain holdang holding pake Istilah ""world class"" segala tapi duitnya parkir Di luar negeri. Tak Ada pengaruh ekonomi ke ekonomi nasional .",ngapain holdang holding pake istilah world class duit parkir negeri tak pengaruh ekonomi ekonomi nasional
netral,Ayo @KPU_ID @KPU_RI segera usut kalian di gaji oleh rakyat...,ayo @kpu id @kpu ri usut gaji rakyat
netral,"BENARKAH KONDISI BUMN KITA GOYAH?  Prabowo Subianto mengatakan, Badan Usaha Milik Negara (BUMN) yang menjadi benteng terakhir perekonomian nasional saat ini malah goyah. Benarkah?  Dikutip...  https://www.merdeka.com/uang/disebut-goyah-bumn-cetak-laba-rp-188-triliun-di-2018.htmlÂ â€¦",kondisi bumn goyah prabowo subianto badan usaha milik negara bumn benteng ekonomi nasional goyah kutip
negatif,"Dipikirnya pengembangan esport itu main doang? Aplikasi yg ada di smartphone itu byk yg mulainya dr ""main doang"" terus jd aplikasi2 yg byk manfaatnya. Kata siapa pengangguran digaji? Byk baca, buka wawasan. Jgn mpermalukan gen Z.",pikir kembang esport main doang aplikasi smartphone byk mulai main doang jd aplikasi2 byk manfaat anggur gaji byk baca buka wawas jgn mpermalukan gen z
positif,"Anda sehat?pangkalan itu harga udah di tentukan mas,anda fkir saya bodoh,justru semenjak jokowi subsidi gas di kurangi di alih kan ke dana pkh tadi,jadi cuma Ä‘i bolak balik aja,gk perlu org pinter klw cuma mbolak balik subsidiðŸ˜‚",sehat pangkal harga udah tentu mas fkir bodoh semenjak jokowi subsidi gas kurang alih dana pkh i bolak nggak org pinter klw mbolak subsidi
positif,Apapun yang terjadi @ygofficialblink Harga mati!! Apapun yang terjadi Jokowi&Amin untuk NKRI. @kpopzoneID,apa @ygofficialblink harga mati apa jokowi amin nkri @kpopzoneid
netral,"pak prabowo dan pak sandi pak jokowi itu sudah melakukan semenjak menjadi walikota gaji beliau di kasihkan ke warga solo yang membutuhkan,  ðŸ˜Š",prabowo sandi jokowi semenjak walikota gaji beliau kasih warga solo butuh
positif,"Prabowo-Sandi memang pasangan yang harmonis, tahu diri dan mengerti posisinya masing-masing ðŸ‘. Bukan pencintraan, bukan kepura-puraan, mereka saling menghargai satu sama lain ðŸ˜˜. Beda dengan pasangan Goal Getter dan Boneka.  #UASdifitnahKejiDanBrutal https://twitter.com/AkunTofa/status/1117297319966199808Â â€¦",prabowo sandi pasang harmonis erti posisi bukan pencintraan bukan pura pura harga beda pasang goal getter boneka #uasdifitnahkejidanbrutal
negatif,LOE katrok loe....tekhnologi digital sekarang mampu meraih pendapatan ekonomi yang harus diperhatikan..prabowo saja yg orang kuno....taunya elus elus ekor kuda,loe katrok loe tekhnologi digital raih dapat ekonomi perhati prabowo orang kuno tau elus elus ekor kuda
positif,"Yg biasa ngemplang pajak, korupsi maen proyek, mafia impor keknya udh pd meriang takut Prabowo menang.. #TusukPrabowoSandi #UASdifitnahKejiDanBrutal",ngemplang pajak korupsi maen proyek mafia impor kek udh pd meriang takut prabowo menang #tusukprabowosandi #uasdifitnahkejidanbrutal
positif,"Semoga yg Amanah, ikhlas, tegas, ekonomi pro rakyat kecil, peduli petani, nelayan, buruh, pedagang kecil, yg menuju masyarakat yg adil, makmur, sejahtera dan aman. Insyaallah Pak Prabowo Subianto dan Sandi Aga memenangkan pilpres bulan April. Amin x 3 Yra !!!!",moga amanah ikhlas ekonomi pro rakyat peduli tani nelayan buruh dagang masyarakat adil makmur sejahtera aman insyaallah prabowo subianto sandi aga menang pilpres april amin x yra
netral,"16rb kl anda bl di agen langsung,,malah dapet 15rb...  Kl gas 18rb itu dr agen ,ke konsumen .....artinya orang jualan ya pasti cr untung,,itu namane perputaran roda ekonomiðŸ™",16rb kl bl agen langsung dapet 15rb kl gas 18rb agen konsumen orang jual ya cr untung namane putar roda ekonomi
negatif,"Memilukan, kemiskinanlah yg membuat Hal ini terjadi. Kalau para pendukung jokowi bilang ekonomi meningkat, Hal seperti ini ga Kita temui di tiap acara jokowi",milu miskin dukung jokowi bilang ekonomi tingkat nggak temu acara jokowi
positif,"Pak @jokowi kalau bapak jadi boleh tidak saya minta 1 permintaan kecil saja? Tolong hapus kan ""denda"" dari telat bayar (listrik, air, tlp, pajak, bpjs, dll yg kebutuhan inti rakyat), karena denda itu jujur wlwpun kecil nilainya tapi berat untuk kami. #terimakasih",@jokowi tidak minta tolong hapus denda telat bayar listrik air tlp pajak bpjs dll butuh inti rakyat denda jujur wlwpun nilai berat #terimakasih
positif,"Memiliki pemikiran yang cemerlang untuk kemajuan ekonomi Indonesia melalui konsep ekonomi keumatan, K.H. Maâ€™ruf Amin sangat cocok mendampingi Jokowi maju di pilpres 2019.   #PilihOrangBaik #PilihjelasIslamnya #PilihBajuPutih",milik pikir cemerlang maju ekonomi indonesia konsep ekonomi umat k h ma ruf amin sangat cocok damping jokowi maju pilpres #pilihorangbaik #pilihjelasislamnya #pilihbajuputih
positif,Itu cuma utk state bahwa Pakde sudah menaikan gaji dan tunjangan saat Pak Prabowo baru berjanji akan menaikan :),state pakde naik gaji tunjang prabowo janji naik
positif,"17 april 2019  Marilah kita subuh berjamaah Kita gaungkan shalawat dan doa2, semoga @prabowo dan @sandiuno terpilih jd Presiden ke 8 RI.  Semoga beliau Amanah bekerja untuk rakyat, mengembalikan kedaulatan Indonesia secara ekonomi  Semoga kita semua adil makmur",april mari subuh jamaah gaung shalawat doa2 moga @prabowo @sandiuno pilih jd presiden ri moga beliau amanah rakyat kembali daulat indonesia ekonomi moga adil makmur
positif,PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  Semakin mantap pilih @jokowi. #PrabowoSalahkanSBY,ps bilang debat ekonomi indonesia bukan salah @jokowi salah pemimpin2 jd gemar salah jokowi ya bos udah bilang bukan salah jokowi mantap pilih @jokowi #prabowosalahkansby
negatif,Yuuk ikut amal hadiahnya dengan mencoblos Prabowo-Sandi.  Jadi Presiden-Wapres Tanpa Digaji itu 'Gila' ! ,yuuk amal hadiah coblos prabowo sandi presiden wapres tanpa gaji gila
positif,"Kalau Pak Prabowo dan Bang Sandi tak ambil gaji jika terpilih nanti, dan seluruh gajinya akan diserahkan kepada fakir miskin dan Dhuafa.. maka saya berjanji untuk  terus membersamai orang tua dalam berjuang untuk...  https://www.facebook.com/1314455819/posts/10218671796488784/Â â€¦",prabowo bang sandi tak ambil gaji pilih gaji serah fakir miskin dhuafa janji sama orang tua juang
netral,Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi  http://mediaindonesia.com/read/detail/229640-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomiÂ â€¦ via @mediaindonesia,jokowi raja salman sepakat tingkat kerja ekonomi via @mediaindonesia
positif,Tapi yang pasti aku lebih tertarik sama programnya jokowi terutama yang trans sumatera. Karna aku mau bgt ekonomi sumatera jauh berkembang dr sekarang.,lebih tarik program jokowi trans sumatera karna banget ekonomi sumatera kembang
positif,Rakyat Indonesia bangga mempunyai Bapak Jokowi yang dihargai oleh Raja arab saudi. Terima kasih Bapak....  https://twitter.com/jokowi/status/1117443800907931648Â â€¦,rakyat indonesia bangga jokowi harga raja arab saudi terima kasih
positif,"Nasionalisme beliau luar biasa didunia internasional, dalam beberapa hari ingin pemilu beliau masih saja berkunjung dan memberikan solusi kerja sama perkembangan ekonomi indonesia yang akan datang, mantab bapak jokowidodo lanjutkan",nasionalisme beliau dunia internasional milu beliau kunjung solusi kerja kembang ekonomi indonesia mantab jokowidodo lanjut
netral,7. Jokowi juga mampu mengimbangi serangan Prabosan soal mikro. Dia bahkan sengaja menyeret Prabosan dengan visi makro nya dibidang ekonomi digital dan membahasnya dari sisi mikro. Disini sandi mengalami kesalahan fatal dengan menyebut big data untuk e-KTP.,jokowi imbang serang prabosan mikro sengaja seret prabosan visi makro bidang ekonomi digital bahas sisi mikro sandi alami salah fatal sebut big data e ktp
netral,"Gas normal"" aja 3kg @18rb Bbm aman"" saja,malah setara harga seluruh indonesia ga seperti dulu.itu artinya keadilan sosial bagi seluruh rakyat indonesia Sembako normal"" aja,mas saya ini jualan makanan jadi setiap hari belanja ke pasar, Belanja ga,bilang mahalðŸ˜‚ Ojo dumehðŸ™",gas normal 3kg @18rb bbm aman tara harga indonesia nggak adil sosial rakyat indonesia sembako normal mas jual makan belanja pasar belanja nggak bilang mahal ojo dumeh
netral,"Prabowo Sebut Ekonomi Indonesia Salah Arah Karena Presiden Sebelum Jokowi, Kader Demokrat : Kita Keluar Koalisi  http://dlvr.it/R2nxQwÂ  pic.twitter.com/41j78tX8GG",prabowo ekonomi indonesia salah arah presiden jokowi kader demokrat koalisi pic twitter com 41j78tx8gg
positif,"Do u want to test ur Vice President, sir? ðŸ˜  Saat ini hanya @prabowo @sandiuno solusi utk Indonesia. Mau harga bhn pokok terjangkau, lapangan kerja tersedia, kesejahteraan dan status guru lbh baik, tenaga medis & pasien di perbaiki, maka #TusukPrabowoSandi ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ˜ðŸ˜ðŸ˜ðŸ˜",do u want to test ur vice president sir @prabowo @sandiuno solusi indonesia harga bhn pokok jangkau lapang kerja sedia sejahtera status guru lbh tenaga medis pasien baik #tusukprabowosandi
netral,Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerjasama Ekonomi  http://rri.co.id/post/berita/661551/nasional/presiden_jokowi_dan_raja_salman_sepakat_tingkatkan_kerjasama_ekonomi.htmlÂ â€¦ lewat @berita_rri,presiden jokowi raja salman sepakat tingkat kerjasama ekonomi @berita rri
positif,"Alhamdulillah, dalam membangun ekonomi dan pemerataan yang adil pasti akan mengalami batu aral dan pasti akan ada pihak yang merasa jadi korban.... tapi apa yang bapak kerjakan dan lakukan saat ini saya percaya dan yakin suatu saat anak dan cucu saya yang merasakannya",alhamdulillah bangun ekonomi perata adil alami batu aral korban kerja laku percaya anak cucu rasa
positif,Udah jelas unggul @prabowo dong. MENANG TELAK.....!!! EKONOMI MEMANG JAGONYA PAK @sandiuno.,udah unggul @prabowo menang telak ekonomi jago @sandiuno
netral,Jika Terpilih Prabowo-Sandi akan Sumbangkan Gajinya untuk Anak Yatim dan Dhuafa  http://bit.ly/2GpAeRdÂ ,pilih prabowo sandi sumbang gaji anak yatim dhuafa
positif,"Ekonomi salah satu kebangkitan bangsa,teruskan perjuagan pak prabowo_sandi,kami dari padang lawas,sumattra utara (rajuddin harahap)selalu bersama 02.pak prabowo-sandi do'a dan dukugan sama2 kita do'akan,menjadi pak presiden dan wakil presiden thn 2019,amin.",ekonomi salah bangkit bangsa terus perjuagan prabowo sandi padang lawas sumattra utara rajuddin harahap prabowo sandi do a dukugan sama2 do presiden wakil presiden thn amin
netral,"Presiden @jokowi dan Raja Salman menggelar pertemuan bilateral di Istana Pribadi Raja (Al-Qasr Al-Khas), Minggu (14/4) sore.  Dalam pertemuan tersebut Presiden @jokowi dan Raja Salman sepakat akan meningkatkan kerja sama di bidang ekonomi. (Foto dan berita biro pers setpres)  pic.twitter.com/YyJUoMQQBC",presiden @jokowi raja salman gelar temu bilateral istana pribadi raja al qasr al khas minggu sore temu presiden @jokowi raja salman sepakat tingkat kerja bidang ekonomi foto berita biro pers setpres pic twitter com yyjuomqqbc
netral,"Kalo dekat"" hari H biasanya harga tiketnya turun",kalo h harga tiket turun
netral,Jokowi-Salman Sepakati Peningkatan Kerjasama Ekonomi  https://ivoox.id/jokowi-salman-sepakati-peningkatan-kerjasama-ekonomi/Â â€¦,jokowi salman sepakat tingkat kerjasama ekonomi
netral,"Menang Pilpres 2019, Prabowo-Sandi Komitmen Tidak Ambil Gaji Walapun Serupiah  https://mujahiddakwah.com/2019/04/menang-pilpres-2019-prabowo-sandi-komitmen-tidak-ambil-gaji-walapun-serupiah/Â â€¦ lewat @ https://twitter.com/mujahiddakwah",menang pilpres prabowo sandi komitmen tidak ambil gaji walapun rupiah @
positif,Wajib...pak jokowi 2 periode harga mati....,wajib jokowi periode harga mati
negatif,Bikin puisi tentang ekonomi 5 persen kayak nya,bikin puisi ekonomi persen kayak
negatif,Ada bukti harga barang di sana turun KARENA TOL ???,bukti harga barang turun tol
netral,Jokowi dan Salman sepakati peningkatan kerja sama ekonomi - ANTARA News Jawa Barat  https://jabar.antaranews.com/berita/92587/jokowi-dan-salman-sepakati-peningkatan-kerja-sama-ekonomi#.XLNN83UWAlo.twitterÂ â€¦,jokowi salman sepakat tingkat kerja ekonomi news jawa barat
positif,"Siapapun nnti presidennya, tolong program pertamanya harga tiket pesawat buat bulan puasa & lebaran diturunin kyk tahun2 kmren. Kasian kami anak rantau yg rindu rumah, mau puasa & lebaran dirumah. Kangen masakan emak :â€)  Cc: @jokowi @sandiuno @prabowo  pic.twitter.com/egmPlcxmgt",nnti presiden tolong program pertama harga tiket pesawat puasa lebaran diturunin kyk tahun2 kmren kasi anak rantau rindu rumah puasa lebaran rumah kangen masakan emak cc @jokowi @sandiuno @prabowo pic twitter com egmplcxmgt
netral,Inilah cara meningkatkan tax ratio tanpa membuat ekonomi terguncang @DitjenPajakRI @prabowo dan @sandiuno jga di ninu ninu donk https://twitter.com/ardibrilian/status/1116925191831969792Â â€¦,tingkat tax ratio tanpa ekonomi guncang @ditjenpajakri @prabowo @sandiuno jga ninu ninu donk
netral,Jika Terpilih Prabowo-Sandi akan Sumbangkan Gajinya untuk Anak Yatim dan Dhuafa  https://suara-islam.com/jika-terpilih-prabowo-sandi-akan-sumbangkan-gajinya-untuk-anak-yatim-dan-dhuafa/Â â€¦ lewat @SuaraIslamOn,pilih prabowo sandi sumbang gaji anak yatim dhuafa @suaraislamon
netral,"Jika Terpilih, Prabowo Janji Turunkan Harga Listrik di 100 Hari Pertama : Okezone News  https://news.okezone.com/read/2019/04/07/605/2040110/jika-terpilih-prabowo-janji-turunkan-harga-listrik-di-100-hari-pertamaÂ â€¦",pilih prabowo janji turun harga listrik okezone news
positif,"Debat Pamungkas : Jokowi : Visi dan Misinya jauh kedepan. Namun, terlalu jawani untuk debat.  M. Amin : Surprise elemen !  Prabowo : Mengusung program Pelita-nya Orba.  Sandi Uno : Excellent closing. Namun, kena smash Jokowi di ekonomi makro.   Nice debat !  pic.twitter.com/2Fee0WANLb",debat pamungkas jokowi visi misi depan terlalu jawani debat m amin surprise elemen prabowo usung program pelita orba sandi uno excellent closing kena smash jokowi ekonomi makro nice debat pic twitter com 2fee0wanlb
negatif,Lah terus gaji karyawan yang masih belom dibayar oleh pak prabowo mau dibayar pake apa???,gaji karyawan bom bayar prabowo bayar pake
netral,"Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  http://dlvr.it/R2ntMmÂ  pic.twitter.com/oWi8lsofF9",analis politik ekonomi jokowi kritik bijak pic twitter com owi8lsoff9
netral,"Hanya di era Pak Jokowi, harga BBM di Papua sama dengan harga di Jawa. #01IndonesiaMaju #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",era jokowi harga bbm papua harga jawa #01indonesiamaju #pilihorangbaik #pilihjelasislamnya #pilihbajuputih
netral,"Kalimat penutup debat terakhir @prabowo @sandiuno ""Tidak akan mengambil gaji serupiah pun dan akan diinfaqkan ke kaum du'afa serta anak yatim,""  #beranidukung02 #17AprilPilihPrabowoSandi",kalimat tutup debat @prabowo @sandiuno tidak ambil gaji rupiah diinfaqkan kaum du afa anak yatim #beranidukung02 #17aprilpilihprabowosandi
negatif,Trus yang bayar pajak siapa???!!! Udah dipikirin ngga sama jokowi??,trus bayar pajak udah dipikirin nggak jokowi
positif,"DENGAN 40JT LEBIH PENGGUNAAN GAME ONLINE. ARTINYA ADA PASAR, ADA KONSUMEN, ADA TRANSAKSI, ADA PULUHAN DEVELOPER GAME YANG BERDIRI, RUBUAN LAPANGAN KERJAADA  PAJAK YANG MASUK. PAJAK YA BUAT APA? BUAT SUBSIDI PERTALITE MOTOR MIO LU! BUAT KJP LU! BUAT KIP LU! NGERTI LU??",40jt lebih guna game online pasar konsumen transaksi puluh developer game diri rubu lapang kerjaada pajak masuk pajak ya subsidi pertalite motor mio lu kjp lu kip lu ngerti lu
positif,Masukan..harga tolnya disubsidi dulu Pak...yang penting ramai dan banyak yang bisa menikmati,masuk harga tol subsidi ramai nikmat
negatif,"Jl tol hanya utk kalangan menengah keatas, menegah kebwh jgnkan lwt tol motor aja gk punya. Dan warung2 di pinggir jln yg bkn tol pd tutup krn sbagian pembelinya lewat tol dan mkn, belanja di rest area. Gmn mau mempercepat pertumbuhan ekonomi.",jl tol kalang tengah atas tegah kebwh jgnkan lwt tol motor nggak warung2 pinggir jln bukan tol pd tutup sbagian bel tol mkn belanja rest area gmn cepat tumbuh ekonomi
positif,"Pasangan nomor 01 ini akan terus memperjuangkan nilai Islam sebagai spirit transformasi dan perdamaian di semua bidang terutama pendidikan, dakwah, ekonomi dan kesehatan. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",pasang nomor juang nilai islam spirit transformasi damai bidang didik dakwah ekonomi sehat #pilihorangbaik #pilihjelasislamnya #pilihbajuputih
netral,"Buat yang ciwi-ciwi, mau harga skincare turun? Tusuk Prabowo Sandi!",ciwi ciwi harga skincare turun tusuk prabowo sandi
positif,MASIH RAGUKAH ANDA DENGAN PAS 02   Prabowo-Sandi Kembali Tegaskan Tidak Akan Ambil Gaji Bila Terpilih  RMOL. Pasangan calon presiden dan calon wakil presiden...  https://politik.rmol.co/read/2019/04/13/385982/prabowo-sandi-kembali-tegaskan-tidak-akan-ambil-gaji-bila-terpilihÂ â€¦,ragu pas prabowo sandi tegas tidak ambil gaji pilih rmol pasang calon presiden calon wakil presiden
netral,Pak Prabowo siap melanjutkan kerja sama ekonomi dengan Arab Saudi.,prabowo lanjut kerja ekonomi arab saudi
